ruta,archivo,categoria,bytes,md5,fecha_ingreso
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05501_conflictos_olaya.xlsx,05501_conflictos_olaya.xlsx,A,203764,6290b0d9dad1b6991ce90a3d61414901,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05659_conflictos_sanjuan_uraba.xlsx,05659_conflictos_sanjuan_uraba.xlsx,A,370198,72e268716a29dfdd5dc1444a80ec3d70,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05756_conflictos_sonson.xlsx,05756_conflictos_sonson.xlsx,A,1048139,876acf92d58455d59bc23f47fd417ea2,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05887_conflictos_yarumal.xlsx,05887_conflictos_yarumal.xlsx,A,406293,3fb1e148f59ff69ab81c266e3f0497f5,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05890_conflictos_yolombo.xlsx,05890_conflictos_yolombo.xlsx,A,543535,c7630a822061f5f57ea0fdd3b5436e1e,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/05893_conflictos_yondo.xlsx,05893_conflictos_yondo.xlsx,A,492829,6db68296d29e4153fa20351858aa565d,2026-09-16
01_Datos/Gobernacion_Antioquia/POTA/Tablas_municipales_octubre/GRUPO_8/Observaciones grupo 8.docx,Observaciones grupo 8.docx,B,252625,57fd62dfeed5bd91d76725f9376df37d,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/1_Web_Eventos_Salud_Publica_2007_2025.xlsx,1_Web_Eventos_Salud_Publica_2007_2025.xlsx,A,4892071,6de2ddca3b8352215a48d440be7ad54f,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/20260130_MORTALIDAD POR ENFERMEDADES NO TRANSMISIBLES TASA 05-24p.xlsx,20260130_MORTALIDAD POR ENFERMEDADES NO TRANSMISIBLES TASA 05-24p.xlsx,A,313134,d8b5551a2f982b61b706b5fdcd7e168f,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/ASEGURAMIENTO_ORIGINAL.xlsx,ASEGURAMIENTO_ORIGINAL.xlsx,A,4878710,04036e4071bfbbcc9c7a0b75b3559c54,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/DATOS SALUD.xlsx,DATOS SALUD.xlsx,B,18168322,206d5acb9b6c4881e02e8592360555eb,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Eventos_Salud_Publica_2024 (enfermedades vectores).xlsx,Eventos_Salud_Publica_2024 (enfermedades vectores).xlsx,A,5099993,3755993691a6d8fb2f90f41230420119,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Fecundidad 2023.xls,Fecundidad 2023.xls,A,983552,b3f4de2aa87602e9a22280e70fdac5fb,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Fecundidad 2024.xls,Fecundidad 2024.xls,A,989696,0dfd51b8d4b5dd018205e7f8fe42722e,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Intentos_de_suicidio_(Tasa) 2025.xlsx,Intentos_de_suicidio_(Tasa) 2025.xlsx,A,5888,69783112865998201e9bae6f92039919,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/MORTALIDADINFMAT_ORIGINAL.xls,MORTALIDADINFMAT_ORIGINAL.xls,A,1544192,ea9ab97c1484e316bda9c21ffc44bb43,2026-09-16
"01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Mortalidad Infantil (EDA, desnutrición, etc).xls","Mortalidad Infantil (EDA, desnutrición, etc).xls",A,1524224,6eb3fb813d134fc5a9337b79194d0c7d,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Mortalidad general 2024.xls,Mortalidad general 2024.xls,A,880640,eda9441180f75be8564cce5a9c58a37b,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Mortalidad-Causa-Externa_2005-2024-10-2025.xls,Mortalidad-Causa-Externa_2005-2024-10-2025.xls,A,1045504,68c13d3385625c766d21bcbb7a5b378a,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/NATALIDAD.xlsx,NATALIDAD.xlsx,A,526789,477833695994a1eeee081d382a515e40,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Nacimientos 2023.xls,Nacimientos 2023.xls,A,1081344,3d5691e1a6aada9551e1ac420e39244a,2026-09-16
01_Datos/Gobernacion_Antioquia/SSSA_Secretaria_Seccional_Salud/Nacimientos 2024.xls,Nacimientos 2024.xls,A,1080320,4ba79f1bd6d762d9794fe20e4318caf7,2026-09-16
01_Datos/Gobernacion_Antioquia/Secretaria_Turismo/instrumentos_planificacion_turistica_antioquia.xlsx,instrumentos_planificacion_turistica_antioquia.xlsx,B,26752,c1cf554920aa8e7c844e2ceeb5bad651,2026-09-16
01_Datos/Gobernacion_Antioquia/Secretaria_Turismo/turismo_antioquia_preferencias_2023.xlsx,turismo_antioquia_preferencias_2023.xlsx,B,10296,05fe7ec93feb0efb14931ad5af8b64d5,2026-09-16
01_Datos/IDEAM/20250513 Riesgo al Cambio climático - 2017.csv,20250513 Riesgo al Cambio climático - 2017.csv,A,98574,3c48586b7faa311025be472971836c53,2026-09-16
01_Datos/INS/SIVICAP_IRCA/IRCA 2024.xlsx,IRCA 2024.xlsx,A,1151561,2191c530c309153ba4a2ebe8dac61f56,2026-09-16
01_Datos/INS/SIVICAP_IRCA/IRCA_ORIGINAL.xlsx,IRCA_ORIGINAL.xlsx,A,107568,40ed9d0516ae5e7e3c88967a97401a36,2026-09-16
01_Datos/INS/SIVICAP_IRCA/Indice de riesgo de calidad del agua (IRCA) 2023.xlsx,Indice de riesgo de calidad del agua (IRCA) 2023.xlsx,A,23113,852690cbe50b5d9174f9a2cc9d908bb8,2026-09-16
01_Datos/INS/SIVICAP_IRCA/Indice de riesgo de calidad del agua (IRCA) 2024.xlsx,Indice de riesgo de calidad del agua (IRCA) 2024.xlsx,A,17105,8f52b0ab9031b5ba96aebbeced5dbe5d,2026-09-16
01_Datos/INS/SIVIGILA/Intento_suicidio_SIVIGILA.xlsx,Intento_suicidio_SIVIGILA.xlsx,A,25267952,1d0e7e15b621ce81eaaaf58ec701f37e,2026-09-16
01_Datos/INS/SIVIGILA/Intento_suicidio_SIVIGILA_2022.xlsx,Intento_suicidio_SIVIGILA_2022.xlsx,A,24431569,82c247f1adf0a096a2ed783b40aee52d,2026-09-16
01_Datos/INS/SIVIGILA/Intento_suicidio_SIVIGILA_2025.xlsx,Intento_suicidio_SIVIGILA_2025.xlsx,A,25536789,1ecc37c32366c9a41efce6f848f0a34b,2026-09-16
01_Datos/MEN/MEN_ESTADISTICAS_MEDIA_PREESCOLAR_2024.xlsx,MEN_ESTADISTICAS_MEDIA_PREESCOLAR_2024.xlsx,A,9592185,3c2027547c2bcd78b4abc9608a8f504a,2026-09-16
01_Datos/MEN/SNIES tasas.xlsx,SNIES tasas.xlsx,A,712940,3e297b94bbe4f9545fa0e57de449c253,2026-09-16
01_Datos/Migracion_Colombia_SITA/SITA_BD (VENR) - Actualizado Enero 2026.xlsx,SITA_BD (VENR) - Actualizado Enero 2026.xlsx,A,40702308,01fcb4536376ae85ccb8f4d5c12306ed,2026-09-16
01_Datos/Migracion_Colombia_SITA/Turismo.xlsx,Turismo.xlsx,B,40748424,5f386774ccd6662d201b88d04fdb0dd8,2026-09-16
01_Datos/MinTIC/EMPAQUETAMIENTO_FIJO_3.parquet,EMPAQUETAMIENTO_FIJO_3.parquet,D,41622928,a640974d4b44d97085bd7ef50f4717ef,2026-09-17
01_Datos/Parques_Nacionales_RUNAP/AREAPROTEGIDA_ORIGINAL.xlsx,AREAPROTEGIDA_ORIGINAL.xlsx,B,37817,af661b2ce63b31f44238434f8d6b4ab4,2026-09-16
01_Datos/Policia_Nacional/CUADRO_DE_SALIDA_DELICTIVO_HISTÓRICO_2020_2025.xlsx,CUADRO_DE_SALIDA_DELICTIVO_HISTÓRICO_2020_2025.xlsx,A,3979174,31617a083ff8e1011b5e88c16342ab7b,2026-09-16
01_Datos/Superintendencia_Subsidio_Familiar/AFILIADOS CAJAS POR MCPIO.xlsx,AFILIADOS CAJAS POR MCPIO.xlsx,A,222245,46d1032cdc3ae3d870339d9fa79df00e,2026-09-16
01_Datos/UARIV/IRV-2025.xlsx,IRV-2025.xlsx,A,449908,f6e35eb996b176e65add281f92ed011e,2026-09-16
01_Datos/UARIV/UARIV_sujetos_reparacion_colectiva.xlsx,UARIV_sujetos_reparacion_colectiva.xlsx,B,134423,6ae2204c1632792f964e520f0568a3f8,2026-09-16
01_Datos/UARIV/cifras_victimas_ruv.xlsx,cifras_victimas_ruv.xlsx,B,127026,7c49f5c693ca3c69101ace8acc70b8cc,2026-09-16
01_Datos/UARIV/vgv.unidadvictimas.gov.co.har,vgv.unidadvictimas.gov.co.har,B,917605,13326b5396e6eebd299fbe3c7ed26982,2026-09-16
01_Datos/UBPD/UBPD_desaparecidos_Antioquia.xlsx,UBPD_desaparecidos_Antioquia.xlsx,B,26499,2dff9dbf36886bb019fffd2d1f6aabe9,2026-09-16
01_Datos/UNGRD/20250612_Afectados_DN.xlsx,20250612_Afectados_DN.xlsx,A,308787,7f1dce3bcc124df611e30f71ec3eacab,2026-09-16
01_Datos/UNGRD/EMERGENCIAS19-22_ORIGINAL.xlsx,EMERGENCIAS19-22_ORIGINAL.xlsx,A,635053,cf768f879c3322700e209b8b56ab03b7,2026-09-16
01_Datos/UNGRD/EMERGENCIAS23-24.xlsx,EMERGENCIAS23-24.xlsx,A,609401,ffbfb2417dc01d329d328e8e97d70ad7,2026-09-16
01_Datos/UNODC_SIMCI/CULTILICITOS_ORIGINAL.xlsx,CULTILICITOS_ORIGINAL.xlsx,A,32689,2b46a6c82c00dc65edd2a158dede304c,2026-09-16
01_Datos/URT/Estadísticas_Solicitudes_Restitución_Discriminadas_Municipios_20260704.xlsx,Estadísticas_Solicitudes_Restitución_Discriminadas_Municipios_20260704.xlsx,A,41266,4e193e7ba1d7d9e14aa342e8e52d1fd6,2026-09-16
01_Datos/XM/Energia_NorteAntioquia.xlsx,Energia_NorteAntioquia.xlsx,B,15822,ec8989edaf8e9b5762f5571e548e77f4,2026-09-16
"01_Datos/_Compilaciones_equipo/20250409 Seguridad, Convivencia y DDHH.xlsx","20250409 Seguridad, Convivencia y DDHH.xlsx",B,1051105,fe0ff8e4599d2ba9248957d0928cd382,2026-09-16
01_Datos/_Entidad_por_confirmar/AREA_ORIGINAL.xlsx,AREA_ORIGINAL.xlsx,B,12424,69562f423a195d1348779b93d21092ee,2026-09-16
